order_id,date,time,pizza_id,quantity,size,price,name,category,ingredients
725,"Monday, January 12, 2015",6:33:14 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
733,"Monday, January 12, 2015",7:57:36 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
762,"Tuesday, January 13, 2015",4:36:36 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
782,"Tuesday, January 13, 2015",8:36:27 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
783,"Tuesday, January 13, 2015",9:17:08 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
801,"Wednesday, January 14, 2015",1:10:53 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
817,"Wednesday, January 14, 2015",5:10:38 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
858,"Thursday, January 15, 2015",1:03:42 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
869,"Thursday, January 15, 2015",2:31:43 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
882,"Thursday, January 15, 2015",4:44:46 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
908,"Thursday, January 15, 2015",9:42:32 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
928,"Friday, January 16, 2015",2:14:40 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
934,"Friday, January 16, 2015",3:55:24 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
977,"Saturday, January 17, 2015",12:01:58 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
980,"Saturday, January 17, 2015",12:58:36 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
994,"Saturday, January 17, 2015",4:19:42 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1006,"Saturday, January 17, 2015",6:28:12 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1015,"Saturday, January 17, 2015",7:42:51 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1022,"Saturday, January 17, 2015",9:16:01 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1036,"Sunday, January 18, 2015",12:49:29 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1040,"Sunday, January 18, 2015",1:56:05 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1082,"Monday, January 19, 2015",11:16:43 AM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1100,"Monday, January 19, 2015",1:34:27 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1105,"Monday, January 19, 2015",3:13:54 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1128,"Monday, January 19, 2015",6:59:54 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1161,"Tuesday, January 20, 2015",2:21:41 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1186,"Tuesday, January 20, 2015",7:19:55 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1192,"Tuesday, January 20, 2015",8:15:27 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1206,"Wednesday, January 21, 2015",12:38:38 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1222,"Wednesday, January 21, 2015",3:32:23 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1224,"Wednesday, January 21, 2015",3:45:47 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1230,"Wednesday, January 21, 2015",4:38:28 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1235,"Wednesday, January 21, 2015",5:55:58 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1242,"Wednesday, January 21, 2015",6:50:51 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1268,"Thursday, January 22, 2015",1:01:39 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1278,"Thursday, January 22, 2015",2:07:34 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1301,"Thursday, January 22, 2015",6:42:08 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1317,"Thursday, January 22, 2015",9:00:41 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1346,"Friday, January 23, 2015",3:25:17 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1381,"Friday, January 23, 2015",8:08:54 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1387,"Friday, January 23, 2015",9:11:38 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1390,"Saturday, January 24, 2015",11:38:40 AM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1398,"Saturday, January 24, 2015",2:04:36 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1422,"Saturday, January 24, 2015",6:26:42 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1425,"Saturday, January 24, 2015",6:50:51 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1445,"Saturday, January 24, 2015",8:29:40 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1457,"Sunday, January 25, 2015",1:35:53 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1498,"Monday, January 26, 2015",11:25:10 AM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1504,"Monday, January 26, 2015",12:44:38 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1526,"Monday, January 26, 2015",2:55:06 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1539,"Monday, January 26, 2015",6:03:43 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1543,"Monday, January 26, 2015",7:21:11 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1569,"Tuesday, January 27, 2015",1:38:50 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1572,"Tuesday, January 27, 2015",2:33:38 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1596,"Tuesday, January 27, 2015",6:22:07 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1629,"Wednesday, January 28, 2015",12:17:09 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1652,"Wednesday, January 28, 2015",4:56:19 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1663,"Wednesday, January 28, 2015",8:46:18 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1665,"Wednesday, January 28, 2015",9:24:32 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1684,"Thursday, January 29, 2015",1:33:16 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1687,"Thursday, January 29, 2015",1:39:42 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1695,"Thursday, January 29, 2015",3:11:01 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1721,"Thursday, January 29, 2015",8:38:52 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1727,"Friday, January 30, 2015",11:25:25 AM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1734,"Friday, January 30, 2015",12:36:42 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1791,"Friday, January 30, 2015",10:46:02 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1828,"Saturday, January 31, 2015",7:12:25 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1829,"Saturday, January 31, 2015",7:15:50 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1851,"Sunday, February 1, 2015",11:49:01 AM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1872,"Sunday, February 1, 2015",3:07:28 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1884,"Sunday, February 1, 2015",4:34:15 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1893,"Sunday, February 1, 2015",5:11:36 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1895,"Sunday, February 1, 2015",5:24:50 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1927,"Sunday, February 1, 2015",9:31:03 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1933,"Monday, February 2, 2015",11:17:08 AM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1936,"Monday, February 2, 2015",11:34:50 AM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1947,"Monday, February 2, 2015",1:12:14 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1959,"Monday, February 2, 2015",3:09:10 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
1999,"Tuesday, February 3, 2015",12:07:51 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
2000,"Tuesday, February 3, 2015",12:14:27 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
2029,"Tuesday, February 3, 2015",4:47:49 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
2073,"Wednesday, February 4, 2015",1:35:51 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
2155,"Thursday, February 5, 2015",6:59:56 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
2192,"Friday, February 6, 2015",1:20:41 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
2213,"Friday, February 6, 2015",5:53:26 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
2257,"Saturday, February 7, 2015",3:28:55 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
2288,"Saturday, February 7, 2015",8:20:41 PM,thai_ckn_l,1,L,20.75,The Thai Chicken Pizza,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce"
